 1.2 7.217192158666439 994.7249333348333 0.8659085867162227 103.8644594439612 2494.0 -4980.0 1000
 1.3 0.010394761846615717 254.81572544213228 0.001030100712833129 25.686046246504212 2480.0 -4920.0 1000
 1.4 0.01630147542857698 360.2852571451543 0.0016381014919887274 36.28357832905063 2484.0 -4944.0 1000
 1.5 0.02547745706687371 465.74190933174555 0.002516916533255199 45.04839006577115 2476.0 -4908.0 1000
 1.6 0.04430572399985976 680.4994437508866 0.004397867808171362 66.8978577706416 2448.0 -4816.0 1000
 1.7 0.06798102494131993 836.2042408320525 0.00662560060868177 84.33923521192379 2438.0 -4792.0 1000
 1.8 0.10626042222252323 1061.1239308652318 0.01061236969871071 106.11963364264233 2378.0 -4612.0 1000
 1.9 0.22161044210528857 1512.452782271559 0.021886948742545844 151.9770415409187 2348.0 -4540.0 1000
 2.0 0.44159723519999533 1824.054256000556 0.04354189389338241 184.48864849532487 2308.0 -4424.0 1000
 2.1 1.2424229059047287 2544.5427519267173 0.12778656291401264 255.42088120791584 2168.0 -4148.0 1000
 2.2 2.755461090181784 3270.223219834329 0.2765914528779212 327.7447187545104 2058.0 -3988.0 1000
 2.3 17.103723040695588 4628.5581277884085 1.7094901690866804 469.0496772006141 1634.0 -3624.0 1000
 2.4 56.94154322066667 2592.901530555941 5.639195027219807 258.66317197250453 846.0 -2976.0 1000
 2.5 23.08887321536 2116.2536729599537 2.302396284773649 206.63770352080704 112.0 -2780.0 1000
 2.6 15.379591369230768 1633.7282272188002 1.54571111641319 159.65207483656744 -46.0 -2664.0 1000
 2.7 9.038681540740741 1397.8187127572844 0.9110658832596829 138.39347191365772 -474.0 -2368.0 1000
 2.8 6.2057367565714285 1387.6822020407121 0.6153097159790022 141.44244666070543 -90.0 -2304.0 1000
 2.9 4.967153432275862 1073.451664209295 0.4983089671768662 106.63499683831888 -46.0 -2120.0 1000
 3.0 3.8357281365333336 1038.6243626666774 0.3812078257703799 101.40349086804264 128.0 -2060.0 1000
 3.1 3.0148203354838707 877.3394380852629 0.2894422315826658 86.5541808559418 -138.0 -1908.0 1000
 3.2 2.551267488 829.0171484374695 0.25073016762068034 85.01956858042502 32.0 -1824.0 1000
 3.3 2.195929939393939 727.4848852157371 0.21692637723990366 73.81301587782194 158.0 -1808.0 1000
 3.4 2.071563587764706 658.0949480968825 0.2031021679531756 64.93063635773099 258.0 -1868.0 1000
 3.5 1.7372252818285714 682.0194729796174 0.16980307173083034 66.98771223536963 -230.0 -1460.0 1000
 3.6 1.667788878222222 613.9049074073598 0.166108223475316 61.15786209833368 -30.0 -1600.0 1000
 3.7 1.3493286054054054 536.0375164353225 0.13837635983950788 53.887348397709644 76.0 -1664.0 1000
 3.8 1.2342003330526314 484.20437008308227 0.12333012041988947 48.62650922943696 20.0 -1488.0 1000
 3.9 1.2589099384615385 461.9605322813898 0.1264198729689298 45.5770750480706 242.0 -1420.0 1000
 4.0 1.1603912444 435.1324640000239 0.11356933368749625 43.36827359970927 -48.0 -1364.0 1000
 4.1 0.959700348878049 395.8893649018431 0.09329803067308777 38.88770832635448 144.0 -1408.0 1000
 4.2 0.9023437984761904 382.6837832199609 0.08714382622142278 38.367088941349046 -146.0 -1380.0 1000
 4.3 0.8156272580465117 353.3545432125484 0.08127899414752686 35.25871173507642 -54.0 -1268.0 1000
 4.4 0.8274652796363635 364.2013190082665 0.0819755925733977 36.403463854940206 144.0 -1264.0 1000
 4.5 0.7120167125333333 305.4153197037033 0.06966139602549168 30.611493861623266 -52.0 -1224.0 1000
 4.6 0.6946701826086958 306.13449981097455 0.06839034181425231 29.998666658905176 -158.0 -1296.0 1000
 4.7 0.6877841617021277 282.7735090991583 0.0690713653879158 27.811580783720313 -10.0 -1108.0 1000
 4.8 0.6426406796666667 268.4506048611082 0.06445928775009903 26.577816110956924 -58.0 -1196.0 1000
 4.9 0.5985284649795918 246.4506928779604 0.06004145112004258 24.80129980788928 0.0 -1196.0 1000
