 1.2 10671.88300767371 647.3831432854756 678.0 100
 1.3 34837.832822164324 740.3023934669047 550.0 100
 1.4 19526.164957316996 1013.6774687951803 302.0 100
 1.5 35305.34986161661 2008.4032215041295 -1180.0 100
 1.6 40547.83760258595 2744.488133752905 -48.0 100
 1.7 25677.29724168002 1460.3805971967056 -842.0 100
 1.8 110238.76643721815 11955.885358094274 -2380.0 100
 1.9 754.0252136671356 4210.565569439158 -2324.0 100
 2.0 2502.887960774265 9998.278772439808 -2272.0 100
 2.1 3212.7201007955896 9746.675645327885 -2056.0 100
 2.2 15899.473672702867 18938.342530724276 -1984.0 100
 2.3 54372.4137902865 19877.627773053813 -1718.0 100
 2.4 147687.19051153102 18175.133712251725 892.0 100
 2.5 127268.0072711164 10622.221399991065 -328.0 100
 2.6 83136.43660983446 6772.738100494109 370.0 100
 2.7 48672.001550137655 8333.749146005706 88.0 100
 2.8 48620.02109408891 10122.423706163792 -154.0 100
 2.9 34483.24695491185 6465.740080895023 146.0 100
 3.0 22646.185319999287 7521.8430900461735 -92.0 100
 3.1 26885.790726166695 9544.201639248706 -122.0 100
 3.2 13709.441876756404 7789.639084774959 64.0 100
 3.3 13185.419174861801 6945.813108810182 -166.0 100
 3.4 12727.765948270096 7803.574829337448 96.0 100
 3.5 18521.305596329028 6639.608598222872 -74.0 100
 3.6 12442.703197162167 7243.965662786392 -84.0 100
 3.7 10264.66957660744 7061.617063128552 20.0 100
 3.8 12015.548254702275 5056.104025863232 -32.0 100
 3.9 13462.930552050455 6403.249294924108 174.0 100
 4.0 11456.084013635866 4915.586550097044 -96.0 100
 4.1 8448.723039811235 9365.55127847971 -94.0 100
 4.2 8204.82624525043 7352.087033491703 124.0 100
 4.3 9164.230808174547 6689.15628591123 -44.0 100
 4.4 7673.240568263135 5842.880989605065 42.0 100
 4.5 7138.030800977055 5316.809427442781 58.0 100
 4.6 8985.436809763052 7520.348343107418 -108.0 100
 4.7 13293.837702657773 6366.084721337869 16.0 100
 4.8 6695.842516141449 6565.668966931901 64.0 100
 4.9 5744.238343834599 5314.928545763607 -82.0 100
 5.0 5949.278891857666 5444.523994927913 -126.0 100
 5.1 8922.395471694774 7031.46569266156 -82.0 100
 5.2 6237.053776079861 4125.0405271281825 -32.0 100
 5.3 5734.079833672231 5489.184193932577 -80.0 100
 5.4 9515.569105272441 3644.8279514835276 -2.0 100
 5.5 5107.3474355188255 7315.170487193783 72.0 100
 5.6 5990.265651953459 5036.148643743945 110.0 100
 5.7 5879.0362554732665 7938.843016571611 -90.0 100
 5.8 5782.253386097781 5269.013784409381 44.0 100
 5.9 6707.750444515219 6303.523450955899 -14.0 100
 6.0 5397.802346975892 6381.499448651116 150.0 100
 6.1 6082.523944578498 3407.1746441484534 34.0 100
 6.2 4258.701921206982 6308.800197813509 78.0 100
 6.3 6408.054429634876 5246.329797806984 -8.0 100
 6.4 4950.0387146558305 5747.227772966253 -46.0 100
 6.5 4084.395172443758 4668.555484862049 -10.0 100
 6.6 5184.750215241452 6263.614751405377 20.0 100
 6.7 4234.350254507269 6411.243656019511 -14.0 100
 6.8 4049.3801039741797 6236.833098935881 -74.0 100
 6.9 4483.410410642823 6004.72875908423 -2.0 100
 7.0 7073.8554799565545 4667.452805731132 -18.0 100
 7.1 3441.7984521907165 5454.502410114041 38.0 100
 7.2 4147.846084000806 5098.649380829388 -4.0 100
 7.3 5628.244325378278 5912.978982845744 -112.0 100
 7.4 4119.647563384706 5280.864551301983 26.0 100
 7.5 3522.080348683636 6549.161866131155 -100.0 100
 7.6 4395.4919637717485 4400.23184331663 142.0 100
 7.7 5380.031739073524 6043.557953099372 -48.0 100
 7.8 3990.1754544864752 3692.1264132165934 46.0 100
 7.9 4169.331079080625 4915.994999561369 6.0 100
 8.0 2506.5577136749184 4774.525151125075 78.0 100
 8.1 4820.4256074855275 5569.9001648656185 82.0 100
 8.2 3226.7316701484287 6730.000266691711 74.0 100
 8.3 3579.3208253415905 4134.937934414065 -10.0 100
 8.4 3505.78721525139 5445.898472035217 94.0 100
 8.5 4584.953468942182 4008.445279783269 -60.0 100
 8.6 4197.459574345071 5397.5947586122575 34.0 100
 8.7 3173.764162775181 6630.454311804653 70.0 100
 8.8 4679.534687408305 6533.962567831191 -64.0 100
 8.9 4674.198110128944 5190.666642010371 -64.0 100
